anna mcquinn,Lola Loves Stories with Daddy (Lola Series)
atwood margaret,The Testaments
marie rutkoski,The Midnight Lie (Forgotten Gods Series)
sarah dooley,Ashes to Asheville
faruqi saadia,Yasmin the Chef (Yasmin Series)
jr. eddie moore,The Guide for White Women Who Teach Black Boys
sheila macgill-callahan,And Still the Turtle Watched
robin s. doak,Malala Yousafzai (A True Book: Biographies)
angie thomas,On the Come Up
lisa d. delpit,Teaching When the World Is on Fire
garber romina,Lobizona: A Novel (Wolves of No World Series)
lana wood johnson,Speak for Yourself
mafi tahereh,Unravel Me (Shatter Me Series)
jules jacqueline,Singing Superstar (Sofía Martínez Series)
mike venezia,Faith Ringgold (Getting to Know the World's Greatest Artists)
darcey rosenblatt,Lost Boys
maia kobabe,Gender Queer: A Memoir
rory power,Burn Our Bodies Down
alice walker,The Color Purple
shaun david hutchinson,The Past and Other Things That Should Stay Buried
jodi picoult,The Tenth Circle
tamaki mariko,This One Summer
s. j. goslee,How Not to Ask a Boy to Prom
hesse monica,The War Outside
robin stevenson,Big Guy
roda ahmed,Mae Among the Stars
p. c. cast,Tempted (House of Night Series)
phil stamper,The Gravity of Us
guidroz rukhsanna,Leila in Saffron
lillian schlissel,Black Frontiers: A History of African American Heroes in the Old West
patty blount,Someone I Used to Know
daz junot,Islandborn
george ella lyon,Sonny's House of Spies
troy andrews,The 5 O'Clock Band
kyle lukoff,When Aidan Became A Brother
lili wilkinson,Pink
adib khorram,Darius the Great Deserves Better (Darius the Great Series)
sarah j. maas,A Court of Frost and Starlight (A Court of Thorns and Roses Series)
creech sharon,Walk Two Moons
jules jacqueline,My Fantástica Family (Sofía Martínez Series)
vitor martins,Here the Whole Time
rene watson,Harlem's Little Blackbird: The Story of Florence Mills
bell hooks,Teaching to Transgress: Education as the Practice of Freedom
lauren christina,Autoboyography
b. r. collins,The Traitor Game
v. e. schwab,The Invisible Life of Addie LaRue
alex london,Guardian (Proxy Series)
ashley herring blake,The Mighty Heart of Sunny St. James
jamilah thompkins-bigelow,Your Name Is a Song
christine baldacchino,Morris Micklewhite and the Tangerine Dress
harmon michael,The Last Exit to Normal
mac carrie,Charmed
mathieu jennifer,The Truth About Alice: A Novel
burgess rebecca,How to Be Ace: A Memoir of Growing Up Asexual
lauren bjorkman,My Invented Life
nina de gramont,The Boy I Love
katz karen,Los colores de nuestra piel/The Colors of Us (Spanish Version)
claude m. steele,Whistling Vivaldi: And Other Clues to How Stereotypes Affect Us
p. e. ryan,Saints of Augustine
george m. johnson,We Are Not Broken
inio asano,A Girl on the Shore
k. a. holt,Redwood and Ponytail
julie anne peters,Far from Xanadu
walton jessica,Introducing Teddy
styron william,The Confessions of Nat Turner
rich wallace,Dishes
satrapi marjane,Persepolis: The Story of a Childhood
f.n. monjo,The Drinking Gourd: A Story of the Underground Railroad
harris charlaine,Dead Until Dark (Sookie Stackhouse Series)
denize lauture,Running the Road to ABC
gaia cornwall,Jabari Jumps (Jabari Series)
saeed aisha,Bilal Cooks Daal
sharon m. draper,Blended
chris crutcher,Whale Talk
rachel hawkins,Her Royal Highness (Royals Series)
jean fritz,The Double Life of Pocahontas
ellen hopkins,People Kill People
meg medina,Burn Baby Burn
jandy nelson,I'll Give You the Sun
kacen callender,King and the Dragonflies
david levithan,Love Is the Higher Law
ruth behar,Lucky Broken Girl
aleman daniel,Indivisible
burd nick,The Vast Fields of Ordinary
julia finley mosca,The Doctor with an Eye for Eyes: The Story of Dr. Patricia Bath
oge mora,Saturday
neal shusterman,Game Changer
wersba barbara,Whistle Me Home
blue flag kaito,Vol. 7 (Blue Flag Series)
mindy mcginnis,Heroine
susan meyers,Everywhere Babies
warga jasmine,The Shape of Thunder
lin grace,Dim Sum for Everyone!
bree barton,Soul of Cinder (Heart of Thorns Series)
amy spalding,The Summer of Jordi Perez (And the Best Burger in Los Angeles)
ziemke kristin,Read the World: Rethinking Literacy for Empathy and Action in a Digital Age
white kiersten,And I Darken (The Conqueror's Saga Series)
garca cristina,Dreaming in Cuban
tash mcadam,Blood Sport
heather e. schwartz,Locked Up for Freedom: Civil Rights Protesters at the Leesburg Stockade
art spiegelman,Maus 1: A Survivor's Tale: My Father Bleeds History
nolen jerdine,Thunder Rose
ari folman,Anne Frank's Diary: The Graphic Adaptation
helms rhonda,Promposal
lorraine hansberry,A Raisin in the Sun
rob sanders,Pride: The Story of Harvey Milk and the Rainbow Flag
robin talley,As I Descended
sharon m. draper,Romiette and Julio
kiese laymon,Heavy: An American Memoir
zoe hana mikuta,Gearbreakers (Gearbreakers Series)
gary paulsen,Sisters/Hermanas
daphne scholinski,The Last Time I Wore a Dress
slade suzanne,Exquisite: The Poetry and Life of Gwendolyn Brooks
e. e. charlton-trujillo,Rebel Girl Revolution (Fat Angie Series)
kevin panetta,Bloom
yep laurence,Dragonwings
eloise greenfield,The Great Migration: Journey to the North
carrie mesrobian,Perfectly Good White Boy
zia farhana,The Garden of My Imaan
teresa schaeffer,The Questions Within (Cutting Edge Series)
traci sorell,We Are Grateful: Otsaliheliga
juby susan,Another Kind of Cowboy
alan gratz,Refugee
tanya boteju,Bruised
s. j. goslee,Whatever.: or how junior year became totally f$@ked
kelly quindlen,Late to the Party
justin lookadoo,The Dateable Rules: A Guide to the Sexes
john corey whaley,Highly Illogical Behavior
rachel hawkins,Her Royal Highness
lee lyla,Mindy Kim and the Big Pizza Challenge (Mindy Kim Series)
julie anne peters,Between Mom and Jo
alice sebold,The Lovely Bones
verdi jessica,Follow Your Arrow
sharon dennis wyeth,Always my Dad
acevedo elizabeth,Clap When You Land
taye diggs,Mixed Me!
andrea davis pinkney,Duke Ellington: The Piano Prince and His Orchestra
adam garnet jones,Fire Song
lois duncan,Killing Mr. Griffin
jules jacqueline,My Family Adventure (Sofía Martínez Series)
gould sasha,Cross My Heart (Cross My Heart Series)
rodi robert,Living with Religion and Faith
jamin b. raskin,We the Students: Supreme Court Cases for and about Students
alice oseman,Heartstopper: Volume Three (Heartstopper Series)
amy efaw,After
andrea davis pinkney,Fishing Day
yaa gyasi,Homegoing
jules jacqueline,The Secret Recipe (Sofía Martínez Series)
todd anna,After We Collided (After Series)
charlie jane anders,Victories Greater Than Death (Unstoppable Series)
nadia hashimi,One Half from the East
michelle ruiz keil,Summer in the City of Roses
brown monica,Lola Levine: Drama Queen (Lola Levine Series)
hubbard crystal,Catching the Moon: The Story of a Young Girl's Baseball Dream
mosley walter,47
cale dietrich,The Love Interest
khan rukhsana,Big Red Lollipop
lecesne celeste,Absolute Brightness
linn laurent,Draw the Line
thomson melissa,Keena Ford and the Second Grade Mix Up (Keena Ford Series)
parr todd,The Family Book
woodson jacqueline,Before the Ever After
erica waters,Ghost Wood Song
wilke daria,Playing a Part
tonya bolden,Changing the Equation: 50+ US Black Women in STEM
varian johnson,What Were the Negro Leagues? (What was...? Series)
tim o'brien,The Things They Carried
pak soyung,Dear Juno
ellen hopkins,Fallout (Crank Series)
m. g. hennessey,The Other Boy
matthew a. cherry,Hair Love
robinson christian,Another
cozbi a. cabrera,My Hair is a Garden
nina lacour,We Are Okay
michael willhoite,Daddy's Roommate
do anh,WeirDo Series: Crazy Weird!
p. c. cast,Marked (House of Night Series)
alice sebold,Lucky
lupita nyong'o,Sulwe
phil bildner,Marvelous Cornelius: Hurricane Katrina and the Spirit of New Orleans
zetta elliott,Say Her Name
emily horner,A Love Story Starring My Dead Best Friend
gail giles,Girls Like Us (2015)
jo knowles,See You at Harry's
andrs miedoso,Major Monster Mess (Desmond Cole Ghost Patrol Series)
kacen callender,This Is Kind of an Epic Love Story
melissa bashardoust,Girls Made of Snow and Glass
yuyi morales,Little Night/Nochecita
cohn rachel,Gingerbread (Cyd Charisse Series)
sharon m. draper,Panic
kim johnson,This Is My America
applegate katherine,Wishtree
jr. james buckley,Who Are Venus and Serena Williams? (What was...? Series)
douglass frederick,Narrative of the Life of Frederick Douglass
ernest j. gaines,A Lesson Before Dying
rowell rainbow,Carry On (Simon Snow Series)
lin grace,A Big Mooncake for Little Star
isabel wilkerson,Caste: The Origins of Our Discontents
troy andrews,Trombone Shorty
nina varela,Crier's War (Crier's War Series)
k. m. walton,Empty
rob sanders,Stonewall: A Building. An Uprising. A Revolution.
angela valenzuela,Subtractive Schooling: U.S.-Mexican Youth and the Politics of Caring
andrs miedoso,The Haunted House Next Door (Desmond Cole Ghost Patrol Series)
alison bechdel,Fun Home: A Family Tragicomic
v. s. santoni,I'm A Gay Wizard
brown monica,Lola Levine Meets Jelly and Bean (Lola Levine Series)
andrs miedoso,The Scary Library Shusher (Desmond Cole Ghost Patrol Series)
tamaki mariko,Laura Dean Keeps Breaking Up with Me
do anh,WeirDo Series: Vote Weirdo
phyllis reynolds naylor,Reluctantly Alice (Alice Series)
smith heather,Chicken Girl
airlie anderson,Neither
p. c. cast,Awakened (House of Night Series)
wilson martin,What They Always Tell Us
brigid kemmerer,More Than We Can Tell
paterson katherine,Bridge to Terabithia
woodson jacqueline,El Día En Que Descubres Quién Eres
elana k. arnold,Red Hood
jamie pacton,The Life and (Medieval) Times of Kit Sweetly
coates ta-nehisi,Between the World and Me
carmen agra deedy,14 Cows for America
chloe shantz-hilkes,My Girlfriend's Pregnant!: A Teen’s Guide to Becoming a Dad
ellen hopkins,Tilt
stacia deutsch,The Friendship Code (Girls Who Code Series)
slade suzanne,Climbing Lincoln's Steps: The African American Journey
muir tamsyn,Gideon the Ninth (The Locked Tomb Series)
mara rockliff,Chik Chak Shabbat
andrs miedoso,The Vampire Ate My Homework (Desmond Cole Ghost Patrol Series)
stead rebecca,The List of Things That Will Not Change
craig thompson,Blankets
sarah hoffman,Jacob's New Dress
alger cristina,Girls Like Us (2019)
do anh,WeirDo Series: Mega Weird!
susan kuklin,Beyond Magenta: Transgender Teens Speak Out
le minh,Drawn Together
lo malinda,A Line in the Dark
christopher paul curtis,The Mighty Miss Malone
jeron ashford frame,Winter Candle
sharon m. draper,Forged By Fire
faruqi saadia,A Place at the Table
sarah j. maas,House of Earth and Blood (Crescent City Series)
mbue imbolo,How Beautiful We Were
wes moore,Discovering Wes Moore
clare cassandra,The Red Scrolls of Magic
joseph bruchac,Crazy Horse's Vision
andrs miedoso,Night of the Zombie Zookeeper (Desmond Cole Ghost Patrol Series)
ndaa hassan,Ramadan Around The World
ari north,Always Human (Always Human Series)
eve bunting,A Day's Work
amy spalding,The Summer of Jordi Perez
eve l. ewing,Ghosts in the Schoolyard: Racism and School Closings on Chicago's South Side
bell william,La tormenta
joseph bruchac,Squanto's Journey: The Story of the First Thanksgiving
james patterson,Cradle and All
anna birch,I Kissed Alice
kacen callender,Felix Ever After
l. c. rosen,Jack of Hearts (and other parts)
elana k. arnold,What Girls Are Made Of
isaac fitzsimons,The Passing Playbook
leavitt martine,My Book of Life by Angel
nabokov vladimir,Lolita
beverly daniel tatum,Can We Talk about Race?: And Other Conversations in an Era of School Resegregation
overy alexandra,These Feathered Flames (These Feathered Flames Series)
erika l. snchez,I Am Not Your Perfect Mexican Daughter
goode laura,Sister Mischief
paul hoblin,Archenemy
kirstin cronn-mills,Beautiful Music for Ugly Children
joseph f. girzone,Joshua and the City
sharon lee de la cruz,I'm a Wild Seed: My Graphic Memoir on Queerness and Decolonizing the World
coles robert,The Story of Ruby Bridges
clare cassandra,The Red Scrolls of Magic (The Eldest Curses Series)
zetta elliott,Milo's Museum
gary gutting,What Philosophy Can Do
stacia deutsch,Team BFF: Race to the Finish! (Girls Who Code Series)
amy lukavics,Daughters Unto Devils
yona zeldis mcdonough,Who Was Sojourner Truth? (Who was...? Series)
j.j. austrian,Worm Loves Worm
andrs miedoso,Ghouls Just Want to Have Fun (Desmond Cole Ghost Patrol Series)
blue flag kaito,Vol. 6 (Blue Flag Series)
jesse andrews,The Haters
jules jacqueline,Hector's Hiccups (Sofía Martínez Series)
akiba solomon,How We Fight White Supremacy
adam silvera,History Is All You Left Me
tim federle,The Great American Whatever
abigail tarttelin,Golden Boy
nina lacour,You Know Me Well
malik kenan,Strange Fruit: Why Both Sides Are Wrong in the Race Debate
tobly mcsmith,Act Cool
terry trueman,7 Days at the Hot Corner
ellen levine,Henry's Freedom Box: A True Story from the Underground Railroad
stine megan,Who Was Marie Curie? (Who was...? Series)
deb vanasse,Totem Tale
joosten michael,My Two Moms and Me
christy jordan-fenton,Fatty Legs: A True Story
abbi glines,After the Game (The Field Party Series)
lisa moore rame,A Good Kind of Trouble
susan campbell bartoletti,They Called Themselves The K.K.K.: The Birth of an American Terrorist Group
gabby rivera,Juliet Takes a Breath
jim ottaviani,The Imitation Game: Alan Turing Decoded
craft jerry,Class Act
robbie robertson,Hiawatha and the Peacemaker
mian zanib,Planet Omar: Epic Hero Flop (Planet Omar Series)
toni morrison,Peeny Butter Fudge
eloise greenfield,Rosa Parks
page nathan,The Witch's Hand (The Montague Twins)
cart michael,How Beautiful the Ordinary: Twelve Stories of Identity
tiffany d. jackson,Monday's Not Coming
benjamin alire senz,The Inexplicable Logic of My Life
david levithan,Two Boys Kissing
mac carrie,The Way Back
rosana sullivan,Mommy Sayang: Pixar Animation Studios Artist Showcase
veera hiranandani,The Night Diary
holly m. mcghee,Come with Me
ray stoeve,Between Perfect and Real
elie wiesel,Night
mark oshiro,Each of Us a Desert
anna mcquinn,Lola Goes to School (Lola Series)
a. b. rutledge,Miles Away from You
soto gary,Too Many Tamales
takei george,They Called Us Enemy
rowell rainbow,Wayward Son (Simon Snow Series)
jodi picoult,My Sister's Keeper
marilyn reynolds,Beyond Dreams (Hamilton High Series)
james haskins,The Scottsboro Boys
kadir nelson,Nelson Mandela
varian johnson,My Life as a Rhombus
katrina goldsaito,The Sound of Silence
june jason,Jay's Gay Agenda
gloria ladson-billings,The Dreamkeepers: Successful Teachers of African American Children
kiely brendan,The Other Talk: Reckoning with Our White Privilege
smith amber,The Way I Used to Be
heidi w. durrow,The Girl Who Fell from the Sky
laura steven,The Exact Opposite of Okay (Izzy O'Neill Series)
gholdy muhammad,Cultivating Genius: An Equity Framework for Culturally and Historically Responsive Literacy
wilson august,Fences
paris django,Culturally Sustaining Pedagogies: Teaching and Learning for Justice in a Changing World
isabel quintero,My Papi Has a Motorcycle
brown monica,Lola Levine Is Not Mean! (Lola Levine Series)
faruqi saadia,Yasmin the Singer (Yasmin Series)
sol santana,Just Ash
atwood margaret,The Handmaid's Tale
david levithan,Wide Awake
jen bryant,A Splash of Red: The Life and Art of Horace Pippin
sarah j. maas,A Court of Wings and Ruin (A Court of Thorns and Roses Series)
corinna heather,S.E.X.: The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School and College
katz karen,The Colors of Us/Los colores de nuestra piel
choi yangsook,The Name Jar
james de medeiros,The Migration North
moss marissa,Barbed Wire Baseball: How One Man Brought Hope to the Japanese Internment Camps of WWII
ma diana,Heiress Apparently (Daughters of the Dynasty Series)
cheryl kilodavis,My Princess Boy
krull kathleen,Harvesting Hope: The Story of Cesar Chavez
john steinbeck,Of Mice and Men
khan hena,Like the Moon Loves the Sky
